story_id,images,text
303,"['https://static2.tinkoff.ru/portfolio/stories/images/131_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/131_cover.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/131_8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/131_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/131_7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/131_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/131_cover1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/131_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/131_5.jpg']",Пекин Мадрид Средняя годовая зарплата – 7 656 $\nСредняя стоимость квартиры за пределами центра города – 286 233 $\nСколько годовых зарплат нужно – 38 Москва Средняя годовая зарплата – 21 638 $\nСредняя стоимость квартиры за пределами центра города – 130 027 $\nСколько годовых зарплат нужно – 7 Сколько лет нужно копить на квартиру ЖИЗНЬ Средняя годовая зарплата – 29 193 $\nСредняя стоимость квартиры за пределами центра города – 356 424 $\nСколько годовых зарплат нужно – 13 Средняя годовая зарплата – 25 519 $\nСредняя стоимость квартиры за пределами центра города – 226 876 $\nСколько годовых зарплат нужно – 9 В разных городах мира   Средняя годовая зарплата – 34 104 $\nСредняя стоимость квартиры за пределами центра города – 628 114 $\nСколько годовых зарплат нужно – 19 Нью-Йорк Средняя годовая зарплата – 50 054 $\nСредняя стоимость квартиры за пределами центра города – 522 392 $\nСколько годовых зарплат нужно – 11 Рим Лондон Средняя годовая зарплата – 8 362 $\nСредняя стоимость квартиры за пределами центра города – 119 207 $\nСколько годовых зарплат нужно – 15 Сколько копить на квартиру Париж
380,"['https://static2.tinkoff.ru/portfolio/stories/images/museum2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/museum0.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/museum3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/museum4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/museum_cover.jpg']","Музей, в котором вся экспозиция погружена в абсолютную темноту. Гиды — незрячие люди, которые проведут вас по нескольким локациям, расскажут о своей жизни и познакомят с азбукой Брайля. Прогулка займет около часа. Необычные музеи Стоимость: от 600 ₽ Парк «Северное Тушино» Музей внутри настоящей субмарины, которая 20 лет несла боевую службу в Средиземном море. Самое интересное — испытать на себе условия, в которых живут и работают подводники. Стоимость: от 500 ₽ Стоимость: от 120 ₽ Самый настоящий бункер на глубине 65 метров — прямиком из 50-х годов прошлого века. Сегодня тут проводят экскурсии, водят по секретным тоннелям, показывают фильмы о войне и читают лекции об оружии XX века.  Прогулка в темноте Купить билет 5-й Котельнический пер., д.11 Музей «Подводная лодка»  Стоимость: от 640 ₽ Музей холодной войны — Бункер-42 ТРЦ «Ривьера» Не столько музей, сколько космическая станция в натуральную величину. Вместо экскурсий — игровые миссии и образовательные программы.  Интерактивный музей Марс-Тефо Садовая–Кудринская ул., д.5, к.1 Необычные музеи в Москве"
442,"['https://static2.tinkoff.ru/portfolio/stories/images/coffee_4.png', 'https://static2.tinkoff.ru/portfolio/stories/images/coffee_1.png', 'https://static2.tinkoff.ru/portfolio/stories/images/coffee-friends.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/coffee_2.png', 'https://static2.tinkoff.ru/portfolio/stories/images/coffee_3.png']","Укажите номер телефона, карты, договора или QR-код. Деньги придут мгновенно. Укажите номер карты получателя. Можно переводить до 20 000 ₽ в месяц на карту любого банка без комиссии. Обычно деньги приходят мгновенно. Редко некоторые платежи идут до пяти дней. У друга карта Тинькофф Банка У друга карта другого банка Разделить счет Откройте приложение и во вкладке «Оплатить» выберите «С карты на карту».  Откройте приложение и во вкладке «Оплатить» выберите «Переводы людям».  Введите реквизиты Друг заплатил за вас в кафе. Рассказываем, как просто вернуть ему деньги. Как рассчитаться с другом за кофе"
419,"['https://static2.tinkoff.ru/portfolio/stories/images/bangkok.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/london.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/new_york1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/singapur.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/new_york.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/dubay.jpg']","Каждый из 19 млн туристов потратил около 850 $.  Дубай — 28,5 млрд $ Дорогие города Данные — Mastercard, 2016 Немного бесполезной статистики В этих городах туристы тратят больше всего денег Нью-Йорк — 17 млрд $ За тот же период в Нью-Йорке побывало 12,7 млн туристов. Средний чек — около 1400 $ за поездку. Это траты 14,9 млн туристов, которые побывали в Дубае в 2016 году. В среднем каждый оставил в городе около 2000 $. Лондон — 16 млрд $ Сингапур — 15,7 млрд $ 13,1 млн туристов и средний чек в 1200 $.  Бангкок — 14,08 млрд $ 19,4 млн туристов — каждый оставил в городе около 700 $. "
580,"['https://static2.tinkoff.ru/portfolio/stories/images/dogovor_02-04_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/dogovor_02-04_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/dogovor_02-04_zahod.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/dogovor_02-04_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/dogovor_02-04_3.png', 'https://static2.tinkoff.ru/portfolio/stories/images/dogovor_02-04_6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/dogovor_02-04_1.jpg']","Почитайте статью В Тинькофф-журнале разобрались, на что еще смотреть в договоре, чтобы потом не было мучительно больно. Если вы не понимаете какие-то фразы, попросите переписать человеческим языком. По закону так можно Как читать договор Читать Пять фраз, которые сэкономят вам деньги Не подписываете договор, который не понимаете. Задавайте вопросы Сначала читайте, потом подписывайте. Если вас торопят, возьмите тайм-аут или предложите перенести встречу Договор недействителен, если в нем или в приложениях нет существенных условий: кто, с кем, что, когда и за сколько Если видите нестыковку, проблему или скрытую подставу, не подписывайте такой договор. Формальностей не бывает"
1523,"['https://static2.tinkoff.ru/portfolio/stories/images/1523/bag5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1523/bag1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1523/bag3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1523/bag7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1523/bag6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1523/bag2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1523/bag4.jpg']","Рюкзаки для школы Ранец Mag Taller В этот ранец из прочного синтетического материала с легкостью поместятся все учебники и тетради, а внутренние отделения помогут организовано их уложить. Рюкзак Wenger  Рюкзак Erich Krause  Рюкзак Grizzly Купить Небольшой ранец с жесткой спинкой и крупными светоотражающими элементами. Прочный рюкзак от известного бренда создан для тех, кто с детства ценит функциональность и практичность. Удобный рюкзак с яркими элементами позволит всегда быть на виду, а его объем в 30 литров даст упаковать в него все необходимое. Лучшие рюкзаки для школьников всех возрастов Рюкзак Target Стильная модель с градиентным дизайном станет хорошим дополнением к повседневному образу. Крошечный розовый рюкзак подойдет для выходных и дней, когда уроков совсем мало. Ранец Brauberg "
240,"['https://static2.tinkoff.ru/portfolio/stories/images/324_cover.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/324_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/324_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/324_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/324_6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/324_2.jpg']","Чтобы отдать долг наличными, сгенерируйте QR-код на получение денег в банкомате Тинькофф. Код действует ровно сутки.\n\nПереводы → Наличные → По QR-коду  Перевод по номеру телефона Снятие наличных по QR-коду 4 способа перевести деньги с карты Тинькофф Как делить счет с друзьями Перевод по номеру карты Если не хотите спрашивать номер телефона или карты, попросите QR-код реквизитов и отсканируйте его.\n \nПереводы → Людям → По QR-коду  Допустим, вы встретились с друзьями в кафе или сходили на бизнес-ланч с коллегами. Счет оплатил кто-то один. Вот 4 способа перевести деньги через приложение. В любом банке. Номер можно ввести вручную, а можно просто отсканировать лицевую сторону карты.\n\nПереводы → Людям → По номеру карты Если переводите на карту другого банка, получателю придет ссылка. Он укажет номер карты и получит деньги. Клиенту Тинькофф Банка сумма сразу поступит на счет.\n\nПереводы → Людям → По номеру телефона Разделить счет с друзьями Перевод по QR-коду"
460,"['https://static2.tinkoff.ru/portfolio/stories/images/tuch_mus_11_mini.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/tuch_mus_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/tuch_mus_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/tuch_mus_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/tuch_mus_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/tuch_mus_1.jpg']","Музей советских игровых автоматов Музей кочевой культуры Музей с интерактивными инсталляциями и объемными рисунками, в котором возможно все: побывать на «Титанике», походить по потолку, превратиться в великана или лилипута. Здесь трогать экспонаты руками НЕ запрещено Экспериментаниум Этот музей — машина времени, которая перенесет вас в детство ваших родителей. «Морской бой», «Авторалли», «Снайпер» и все то, по чему угорали советские мальчишки и девчонки. Купить билет Музей иллюзий Самый интересный научный музей, в котором физику можно буквально потрогать руками. В музее 300 экспонатов, которые нужно трогать, дергать, бить и бросать.  Интерактивные музеи Вы с головой погрузитесь в быт кочевников: побываете в юрте, чуме, яранге и других жилищах. Хозяева предложат национальные блюда, познакомят с обычаями кочевников, дадут примерить тяжелую кольчугу и научат стрелять из лука."
507,"['https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/zahod_run_apps.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_4.jpg']","Приложения для бега Runkeeper Strava Помогут выйти на свою первую пробежку или достичь серьезной беговой цели Скачать Еще один популярный способ вести учет своей активности. С ним легко достигать беговых целей — например, пробежать первые 10 километров или подготовиться к марафону.  Runtastic — это не только трекер активности, но и программа трансформации за 12 недель. Есть даже голосовые подсказки во время тренировок. Целая социальная сеть для спортсменов. В ней можно делиться результатами занятий с подписчиками или соревноваться с пользователями со всего мира. Популярное приложение, созданное специально для тех, кто хочет похудеть при помощи бега. Внутри планы тренировок и питания, а также персональный тренер с характером — от милого до требовательного. Nike+ 5 приложений для бега Running For Weight Loss Runtastic Одно из самых популярных беговых приложений. Помогает найти мотивацию для пробежек и позволяет делиться фото с результатами тренировок. "
1225,"['https://static2.tinkoff.ru/portfolio/stories/images/chd_skandoc_06-07_1.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_skandoc_06-07_3.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_skandoc_06-07_2.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_skandoc_pechenka.png']",читатель Тинькофф-журнала юрист Подробный разбор Тинькофф-журнал отвечает на вопросы читателей Анна Чеботарева Скан договора Антон С.
798,"['https://static2.tinkoff.ru/portfolio/stories/images/798_cookie.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_otpusk_07-05_1.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_otpusk_07-05_3.png', 'https://static2.tinkoff.ru/portfolio/stories/images/chd_otpusk_07-05_2.png']",читатель Тинькофф-журнала Подробный разбор Тинькофф-журнал отвечает на вопросы читателей Иван Мишель Коржова финансовый консультант Тинькофф Банка Накопился отпуск
1255,"['https://static2.tinkoff.ru/portfolio/stories/images/N046-4a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N046-2a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N046-3a.png', 'https://static2.tinkoff.ru/portfolio/stories/icons/qr-cod-sobrtat_11_07_icon-zahod.png', 'https://static2.tinkoff.ru/portfolio/stories/images/N046-1a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/qr-cod-sobrtat_11_07_2.png']","Перешлите QR-код Откройте счет нужной карты и перейдите в «Реквизиты». QR-код уникален для каждой карты.\n\nСчет карты → Реквизиты → Отправить  Ваш отдел скидывается на подарок коллеге. Вы оплатили покупку картой, а остальные возвращают вам деньги. Это удобно сделать с помощью QR-кода. На что еще способен QR-код Получите деньги С помощью QR-кода можно снимать и вносить наличные в банкоматах Тинькофф.\n\nОплатить → Переводы → Наличные Допустим Найдите QR-код Нажмите кнопку в правом верхнем углу и отправьте код коллегам по почте или в мессенджере. Пусть коллеги сохранят, а затем отсканируют QR-код в приложении.\n\nСчет карты → Оплатить → Людям → QR-код → Сканировать QR → Из галереи Как собрать деньги по QR-коду Переводы по QR-коду"
1555,"['https://static2.tinkoff.ru/portfolio/stories/images/1555/run4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1555/run6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1555/run5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1555/run2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1555/run1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1555/run8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1555/run3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/1555/run7.jpg']","Одна из главных платформ по организации массовых забегов. Самые интересные мероприятия публикуются в разделе «Виртуальные события».  Куда идут деньги Best Don’t Rest  Международный беговой проект для любителей и профессионалов. На сайте можно выбрать одну из дистанций от 1 до 42,2 км и город, символизирующий ваше достижение. Когда еще появится возможность пробежать Парижский марафон? Часто забеги посвящают памятным датам, знаковым событиям или благотворительным акциям. А еще это пропаганда здорового образа жизни и неплохая мотивация для занятий спортом. При желании за свои спортивные успехи можно получить по почте памятную медаль. Для тех, кто хочет начать вести здоровый образ жизни и получить за это медаль Сервис, предлагающий пользователям соревноваться не только в беге, но и в спортивной ходьбе, плавании, велосипедном спорте и лыжных гонках. Чем больше достижений, тем выше рейтинг. Онлайн-забег Если забег благотворительный, стартовый взнос обязателен и идет на помощь нуждающимся. Регистрация на другие онлайн-забеги чаще всего бесплатная.  Онлайн-забег  Беги Онлайн Что такое онлайн-забег Для чего это нужно Russia Running Участвовать Это беговой челлендж, в котором может участвовать любой желающий вне зависимости от региона проживания, уровня подготовки и возраста. Нужно просто зарегистрироваться на сайте, пробежать выбранную дистанцию и загрузить фотоподтверждение.  Go Fit Можно участвовать в одном из регулярных беговых челленджей или в веломарафоне. При этом всегда видно, сколько спортсменов составят вам виртуальную компанию. После загрузки результата, каждый участник получает диплом финишера. "
449,"['https://static2.tinkoff.ru/portfolio/stories/images/bankomat_8.png', 'https://static2.tinkoff.ru/portfolio/stories/images/bankomat_1.png', 'https://static2.tinkoff.ru/portfolio/stories/images/bankomat_7.png', 'https://static2.tinkoff.ru/portfolio/stories/images/bankomat_5.png', 'https://static2.tinkoff.ru/portfolio/stories/images/bankomat_6.png', 'https://static2.tinkoff.ru/portfolio/stories/images/bankomat_4.png', 'https://static2.tinkoff.ru/portfolio/stories/images/bankomat_3.png', 'https://static2.tinkoff.ru/portfolio/stories/images/bankomat_2.png']","Сгенерируйте в приложении QR-код для пополнения счета или снятия наличных и поднесите его к считывателю банкомата. Выдавать наличные  Во всех банкоматах можно снять рубли, а доллары и евро — в специально отмеченных на карте.  Когда захотите оплатить что-нибудь в банкомате, можно изменить карту списания. Просто авторизуйтесь основной картой, а потом выберите нужную. Переводить деньги Что умеют банкоматы Тинькофф Если у вас есть карта Тинькофф Банка Банкоматы Тинькофф Во всех банкоматах можно вносить на счет рубли, доллары и евро. Максимум — 1 000 000 ₽, 20 000 $ или 20 000 € за одну операцию.  Показывать баланс Принимать наличные Переводите деньги по номеру карты в любой банк; по номеру договора или по QR-коду — клиенту Тинькофф Банка. У многих карт Тинькофф Банка и в телефонах последних моделей есть чип для бесконтактной оплаты. Приложите карту или телефон к считывателю и авторизуйтесь в банкомате. Изменять карту списания В банкомате можно посмотреть баланс карты, но нельзя распечатать чек. Его отправляем по номеру телефона. Бесконтактно авторизовать Принимать и выдавать наличные по QR-коду"
368,"['https://static2.tinkoff.ru/portfolio/stories/images/soc_ipoteka_mini.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/soc_ipoteka_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/soc_ipoteka.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/soc_ipoteka_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/soc_ipoteka_3.jpg']",ФИНАНСЫ Ипотека под 6%  Как семье купить новую квартиру  6% Стать родителями  Льготная ставка действует 3 года при рождении второго ребенка и 5 лет — при рождении третьего. Если родились вместе или подряд — всего получится 8 лет. Льготная ставка 6% дается на покупку новостройки или рефинансирование старого кредита.  При рождении второго ребенка в 2018 году это 453 026 ₽. льготная ставка по ипотеке Выбрать нужный вариант И получить ставку по ипотеке 6% Подробнее Второго или третьего ребенка до 2022 года. Получить материнский капитал 
381,"['https://static2.tinkoff.ru/portfolio/stories/images/zhivopis_02.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/zhivopis_03.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/zhivopis_06.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/zhivopis_07.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/zhivopis_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/zhivopis_05.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/zhivopis_04.jpg']","БИЗНЕС Каждый месяц студия получает от 70 000 до 100 000 ₽.\nИз них от 40 000 до 70 000 ₽ — чистая прибыль. Самый популярный мастер-класс и основная выручка — живопись маслом. Стоит от 900 до 2000 ₽. Бизнес: арт-студия Каждые три месяца Настя закупает краски, бумагу, карандаши и другие мелочи для учеников на 30 000 ₽ Как открыть студию живописи Читать историю Насти Она подрабатывала преподавателем живописи в арт-студии, а потом ее выкупила. Минимальная сумма для открытия студии, как у Насти — 150 000 ₽ без ремонта. Этой суммы хватит, чтобы работать и выйти в плюс за три месяца. Это Настя"
327,"['http://static2.tinkoff.ru/portfolio/stories/images/ali_smart_gadget_111.jpg', 'http://static2.tinkoff.ru/portfolio/stories/images/ali_smart_gadget_5.jpg', 'http://static2.tinkoff.ru/portfolio/stories/images/ali_smart_gadget_2.jpg', 'http://static2.tinkoff.ru/portfolio/stories/images/ali_smart_gadget_4.jpg', 'http://static2.tinkoff.ru/portfolio/stories/images/ali_smart_gadget_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/ali_smart_gadget.jpg']","640 ₽ Аксессуары для смартфона 339 ₽ ТЕХНИКА Гаджет, который позволит заглянуть в самые труднодоступные места: под диван, за шкаф или в сливную трубу. Мини-камера с подсветкой на гибком проводе передает видео на смартфон в режиме реального времени. Заказать Алкотестер Необычные аксессуары для смартфона 260 ₽ 4400 ₽ Штука, которая поможет кому-то сохранить права. Портативный алкотестер подскажет, можно ли садиться за руль после шумной вечеринки. Беспроводной микроскоп Маленький аксессуар для превращения смартфона в универсальный пульт. Он может управлять телевизором, кондиционером, ТВ-приставкой, фотоаппаратом и другой техникой.  IR-модуль Еще один небольшой, но полезный автодевайс. OBD-сканер проводит диагностику электроники машины и выявляет ошибки. В итоге вы сможете экономить на услугах автосервиса.  210 ₽ USB-эндоскоп Микроскоп с 1000-кратным увеличением передает на смартфон видео с разрешение в 720 пикселей. Поможет при ремонте мелких изделий и понравится юным исследователям. OBD-сканер Скорее всего, у вас их еще нет "
443,"['https://static2.tinkoff.ru/portfolio/stories/images/coffee-friends.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/coffee_1a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/coffee_3a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/coffee_4a.png', 'https://static2.tinkoff.ru/portfolio/stories/images/coffee_2a.png']","Укажите номер телефона, карты, договора или QR-код. Деньги придут мгновенно. Укажите номер карты получателя. Можно переводить до 20 000 ₽ в месяц на карту любого банка без комиссии. Обычно деньги приходят мгновенно. Редко некоторые платежи идут до пяти дней. У друга карта Тинькофф Банка У друга карта другого банка Разделить счет Откройте приложение и во вкладке «Оплатить» выберите «С карты на карту».  Откройте приложение и во вкладке «Оплатить» выберите «Переводы людям».  Введите реквизиты Друг заплатил за вас в кафе. Рассказываем, как просто вернуть ему деньги. Как рассчитаться с другом за кофе"
1174,"['https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_mex.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_col.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_jap.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_dan.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_bra.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_bel.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_eng.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_hor.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_bgr.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cup.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_cookie.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_rus.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_swe.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_swi.png', 'https://static2.tinkoff.ru/portfolio/stories/images/fifa18_results_flag_isp.png']","17:00 Москва Результаты матчей 1/4 финала\nПонелельник, 2 июля Бельгия Победа! 7 июля\n1/4 финала Англия Санкт-Петербург 1 июля\n1/8 финала Колумбия Мексика Япония Хорватия – соперник сборной России в 1/4 финала Швеция Дания Сочи Испания Игнашевич 11'  Дзюба 41' Россия 2 - 0 Швейцария Хорватия 3 - 4 по пенальти 3 - 2 Бразилия 21:00 1 - 1 Вторник, 3 июля\n1/8 финала 3 - 2 по пенальти"
420,"['https://static2.tinkoff.ru/portfolio/stories/images/03-6-pravil-kreditki-true.png', 'https://static2.tinkoff.ru/portfolio/stories/images/01-6-pravil-kreditki.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/05-6-pravil-kreditki.png', 'https://static2.tinkoff.ru/portfolio/stories/images/06-6-pravil-kreditki.png', 'https://static2.tinkoff.ru/portfolio/stories/images/02-6-pravil-kreditki.png', 'https://static2.tinkoff.ru/portfolio/stories/images/04-6-pravil-kreditki.png', 'https://static2.tinkoff.ru/portfolio/stories/images/07-6-pravil-kreditki.png']","Нет За снятие и переводы с кредитки банк берет комиссию и начисляет повышенный процент сразу. Не снимайте мелкие суммы: комиссия будет за каждое снятие. Которые сделают ее выгодной и принесут деньги Если знаете, что своих денег не хватит, чтобы погасить долг по кредитке разом, лучше воздержаться от дорогой покупки.  Мы так и знали! 6 правил кредитки Не доводите до процентов  Зарабатывайте на остатке Кредитные деньги невыгодно обналичивать, но выгодно оставлять в залог, например, как страховой депозит в гостинице. Процентов за это не будет. Сделайте так, чтобы вам никогда не нужно было платить проценты. Увидели дату в выписке из банка — погасите весь долг до ее наступления. Да Знали, что можно так делать? Тратьте в меру Используйте кредитку как залог Посчитайте траты при снятии наличных  Как быть с кредиткой на коне Копите бонусы и мили за покупки по карте, чтобы обменять их на новые покупки и авиабилеты. Так карта окупит расходы на свое годовое обслуживание. Пользуйтесь бонусными программами Весь месяц тратьте деньги с кредитки, а на Tinkoff Black храните всю зарплату и получайте проценты. Когда придет следующая зарплата, погасите ей долг по кредитке.  6 правил пользования кредиткой"
459,"['https://static2.tinkoff.ru/portfolio/stories/images/maraphon_8.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_10.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_9.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_7.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_4.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_6.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/maraphon_5.jpg']","Тренер 1500 ₽ за одно занятие Питание Читать Не покупайте слишком дешевые кроссовки или кеды. Травмы и отвращение к бегу идут с ними в комплекте. 1500 ₽ Купить Поясная сумка Одежда Пейте изотоник и спортивные добавки. Они быстро усваиваются и помогают не сойти с дистанции. Обследование Зарегистрироваться 7000 ₽ Спортивные часы 2500 ₽ Она поможет разобраться, на чем можно сэкономить при подготовке к марафону. Почитайте статью Спортивные часы измеряют темп, пульс и пройденное расстояние, а еще дают подсказки каждый километр. С ними бежать будет чуть легче. Сколько стоит пробежать марафон 20 000 ₽ Все травмы у бегунов случаются из-за неправильной техники бега и чрезмерной нагрузки. Тренер научит, как этого избежать, и выведет на пик формы к дате марафона. 12 000 ₽ Самый крупный марафон в Москве проходит в конце сентября. Пробежать марафон Регистрация Бесплатно Для теплой погоды — носки, шорты, майка, кепка. Для мороза — термобелье, штаны, утепленные носки, флиска, куртка, шарф-бафф, шапка, перчатки. 3000 ₽ В нее можно положить телефон, ключи, деньги, гели и воду. В комплекте обычно идет фляжка. На многих забегах требуют медсправку. Нужно пройти терапевта, сделать ЭКГ, измерить давление и пульс. Это можно сделать в районной поликлинике. Кроссовки"
508,"['https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_3.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/zahod_run_apps.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_1.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_2.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_5.jpg', 'https://static2.tinkoff.ru/portfolio/stories/images/run_apps_20-03_4.jpg']","Приложения для бега Runkeeper Strava Помогут выйти на свою первую пробежку или достичь серьезной беговой цели Скачать Еще один популярный способ вести учет своей активности. С ним легко достигать беговых целей — например, пробежать первые 10 километров или подготовиться к марафону.  Runtastic — это не только трекер активности, но и программа трансформации за 12 недель. Есть даже голосовые подсказки во время тренировок. Целая социальная сеть для спортсменов. В ней можно делиться результатами занятий с подписчиками или соревноваться с пользователями со всего мира. Популярное приложение, созданное специально для тех, кто хочет похудеть при помощи бега. Внутри планы тренировок и питания, а также персональный тренер с характером — от милого до требовательного. Nike+ 5 приложений для бега Running For Weight Loss Runtastic Одно из самых популярных беговых приложений. Помогает найти мотивацию для пробежек и позволяет делиться фото с результатами тренировок. "
